Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
2111,1,17,1,9003.0,1.0,1.0,,1,19,1,9.0,2.0,134.5,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,15.0,,0.0,6.0,8.0,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,Barcelona,,Full-Time,Science,
1552,1,7,1,9147.0,1.0,40.0,,1,37,37,9.0,9.0,110.0,0,0,0,1,0,0,52,0.0,11,15.0,26,14.0,10.466666666666669,,9.0,12.0,16.0,12,10.923076923076923,0,13.9,-0.3,0.79,Graduate,Barcelona,,Evening Classes,Engineering,
2505,1,1,6,9500.0,1.0,1.0,143.0,1,19,19,9.0,9.0,127.0,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,13.585714285714284,0.0,0.0,8.0,8.0,7,13.585714285714284,0,12.7,3.7,-1.7,Graduate,Venice,Middle Child,Part-Time,Medicine,No Special Needs
1504,1,39,1,,1.0,40.0,130.0,1,37,37,9.0,7.0,130.0,0,0,0,1,0,0,27,0.0,3,,12,7.0,,0.0,,8.0,12.0,7,12.457142857142856,0,12.7,3.7,-1.7,Enrolled,,First Child,Part-Time,Arts,No Special Needs
4367,1,17,1,9085.0,1.0,1.0,,1,19,19,1.0,1.0,120.4,1,0,0,1,1,0,18,0.0,0,6.0,10,6.0,14.7,,0.0,6.0,10.0,6,12.0,0,16.2,0.3,-0.92,Graduate,London,,Online,Medicine,
1793,1,17,1,9085.0,1.0,1.0,,1,1,1,4.0,7.0,134.6,1,0,0,1,1,0,22,0.0,0,6.0,16,0.0,0.0,,0.0,6.0,7.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Istanbul,,Evening Classes,Arts,
2887,1,1,1,9853.0,1.0,1.0,,1,19,37,9.0,9.0,153.7,0,0,0,1,0,1,18,0.0,0,6.0,8,6.0,13.142857142857142,,0.0,6.0,6.0,6,12.833333333333334,0,15.5,2.8,-4.06,Graduate,Madrid,,Online,Science,
2014,2,39,1,9003.0,1.0,1.0,,1,19,19,4.0,4.0,107.5,0,0,0,0,0,0,35,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Dublin,,Online,Engineering,
871,2,39,1,9119.0,1.0,1.0,,1,34,34,0.0,0.0,140.0,1,0,0,1,1,0,33,0.0,0,5.0,14,1.0,18.0,,0.0,5.0,9.0,2,13.0,0,9.4,-0.8,-3.12,Dropout,Saint Petersburg,,Full-Time,Medicine,
3554,1,17,1,9670.0,1.0,1.0,123.0,1,37,38,3.0,3.0,122.0,0,0,1,1,1,0,19,0.0,0,6.0,7,6.0,13.166666666666666,0.0,0.0,6.0,9.0,5,13.2,0,8.9,1.4,3.51,Enrolled,Lisbon,Youngest Child,Evening Classes,Arts,No Special Needs
693,1,39,1,33.0,1.0,1.0,,41,38,37,9.0,8.0,100.0,0,0,1,0,1,0,35,1.0,0,7.0,18,3.0,11.25,,0.0,7.0,7.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Munich,,Full-Time,Arts,
4016,1,17,1,9254.0,1.0,1.0,,1,19,1,9.0,4.0,124.9,1,0,0,1,0,0,19,0.0,0,6.0,11,3.0,12.0,,0.0,6.0,11.0,4,11.25,0,7.6,2.6,0.32,Dropout,Istanbul,,Part-Time,Medicine,
4189,1,42,1,9254.0,1.0,1.0,,1,38,37,1.0,1.0,154.0,1,0,0,1,0,0,28,0.0,8,14.0,22,12.0,12.333333333333334,,3.0,12.0,20.0,8,12.0,0,9.4,-0.8,-3.12,Graduate,Milan,,Online,Science,
3179,1,43,1,9500.0,1.0,1.0,,1,19,38,9.0,7.0,125.7,1,0,0,1,1,1,19,0.0,0,7.0,8,5.0,11.2,,0.0,7.0,8.0,5,11.2,0,7.6,2.6,0.32,Enrolled,Vienna,,Part-Time,Commerce,
3671,1,17,1,9085.0,1.0,1.0,,14,37,37,9.0,9.0,150.8,1,0,0,1,0,0,19,1.0,0,6.0,13,6.0,16.0,,0.0,6.0,8.0,6,14.5,0,15.5,2.8,-4.06,Graduate,Rome,,Evening Classes,Science,
2123,1,17,3,9238.0,1.0,1.0,,1,1,19,4.0,10.0,112.4,1,0,0,1,0,0,19,0.0,0,6.0,10,5.0,11.285714285714286,,0.0,6.0,7.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Amsterdam,,Evening Classes,Science,
3441,1,1,1,9670.0,1.0,1.0,,1,38,19,4.0,8.0,115.1,0,0,0,1,0,0,19,0.0,0,6.0,8,3.0,11.666666666666666,,0.0,6.0,11.0,5,13.625,0,10.8,1.4,1.74,Enrolled,Saint Petersburg,,Online,Engineering,
2576,1,44,1,9085.0,1.0,39.0,,1,37,37,9.0,9.0,120.0,1,0,1,1,0,0,32,0.0,0,6.0,14,4.0,11.5,,0.0,6.0,14.0,3,11.0,0,16.2,0.3,-0.92,Dropout,Vienna,,Evening Classes,Science,
69,1,39,1,9254.0,1.0,1.0,160.0,1,19,37,7.0,10.0,100.0,0,0,0,1,1,0,26,0.0,0,6.0,7,6.0,12.0,0.0,0.0,6.0,8.0,5,10.8,0,12.7,3.7,-1.7,Enrolled,Istanbul,Youngest Child,Full-Time,Science,Special Needs
1468,1,1,1,9773.0,1.0,1.0,170.0,1,1,19,9.0,7.0,155.0,0,0,0,1,1,1,18,0.0,0,6.0,6,6.0,15.5,0.0,0.0,6.0,6.0,6,14.166666666666666,0,11.1,0.6,2.02,Graduate,Barcelona,Middle Child,Evening Classes,Medicine,Special Needs
4024,1,15,1,9556.0,1.0,1.0,114.0,26,3,19,122.0,144.0,114.0,0,0,0,1,0,0,20,1.0,0,7.0,14,0.0,0.0,6.0,0.0,7.0,12.0,2,11.666666666666666,0,8.9,1.4,3.51,Enrolled,Barcelona,Youngest Child,Evening Classes,Engineering,Special Needs
1864,1,1,1,9130.0,1.0,1.0,140.0,1,9,19,4.0,4.0,131.2,0,0,0,1,1,1,26,0.0,0,5.0,9,0.0,0.0,0.0,0.0,5.0,6.0,0,0.0,0,7.6,2.6,0.32,Dropout,Budapest,Middle Child,Evening Classes,Medicine,No Special Needs
2532,1,16,2,9238.0,1.0,1.0,,1,38,37,3.0,5.0,127.1,1,0,0,1,0,1,19,0.0,0,6.0,14,3.0,12.666666666666666,,0.0,6.0,7.0,6,11.0,0,9.4,-0.8,-3.12,Graduate,Helsinki,,Full-Time,Medicine,
1705,1,1,1,9119.0,1.0,1.0,,1,3,1,4.0,1.0,135.9,0,0,0,1,1,0,18,0.0,0,5.0,10,2.0,14.0,,0.0,5.0,7.0,3,11.0,1,7.6,2.6,0.32,Enrolled,Prague,,Part-Time,Commerce,
416,1,1,1,9085.0,1.0,1.0,,1,1,1,9.0,9.0,127.4,1,0,0,1,0,0,19,0.0,0,6.0,13,6.0,15.23076923076923,,0.0,6.0,10.0,6,12.375,0,15.5,2.8,-4.06,Graduate,Brussels,,Online,Arts,
2258,1,7,1,9070.0,1.0,3.0,,1,4,4,2.0,2.0,120.0,0,0,0,1,1,0,28,0.0,0,6.0,9,2.0,12.0,,0.0,6.0,10.0,3,12.666666666666666,0,12.7,3.7,-1.7,Dropout,Lisbon,,Full-Time,Commerce,
166,3,39,1,9003.0,1.0,1.0,,1,1,37,6.0,6.0,170.0,0,0,1,1,0,0,47,0.0,0,1.0,1,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Enrolled,Amsterdam,,Part-Time,Engineering,
1391,1,1,2,9254.0,1.0,1.0,,1,3,19,3.0,10.0,130.9,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,11.333333333333334,,0.0,6.0,8.0,5,12.6,0,9.4,-0.8,-3.12,Graduate,Athens,,Part-Time,Commerce,
1001,1,1,5,9670.0,1.0,1.0,116.0,1,19,38,9.0,9.0,119.5,1,0,0,0,0,0,18,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Copenhagen,Youngest Child,Full-Time,Engineering,Special Needs
1694,1,39,1,9119.0,1.0,3.0,,1,3,3,3.0,10.0,147.6,0,0,0,1,1,0,31,0.0,0,5.0,0,0.0,0.0,,0.0,5.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Barcelona,,Online,Medicine,
1108,1,51,1,9991.0,0.0,,,1,19,37,,9.0,128.2,0,0,0,0,0,0,22,,7,12.0,12,,,0.0,5.0,5.0,5.0,5,10.6,0,8.9,1.4,3.51,Dropout,,,Online,Medicine,No Special Needs
1020,1,1,2,9500.0,1.0,1.0,,1,1,38,4.0,7.0,124.3,1,0,0,1,0,1,20,0.0,0,8.0,8,8.0,12.98125,,0.0,8.0,8.0,8,12.98125,0,9.4,-0.8,-3.12,Graduate,Prague,,Evening Classes,Arts,
3715,1,1,2,9147.0,1.0,1.0,,1,37,1,5.0,3.0,124.8,1,0,0,1,1,0,20,0.0,0,5.0,9,2.0,14.333333333333334,,0.0,5.0,10.0,2,12.5,0,7.6,2.6,0.32,Enrolled,Paris,,Evening Classes,Arts,
2732,1,1,1,9500.0,1.0,1.0,131.0,1,19,19,4.0,4.0,122.0,1,0,0,1,0,0,20,0.0,0,8.0,8,7.0,14.014285714285714,0.0,0.0,8.0,8.0,7,14.014285714285714,0,12.7,3.7,-1.7,Enrolled,Budapest,Youngest Child,Full-Time,Engineering,No Special Needs
80,1,1,6,9853.0,1.0,1.0,114.0,1,19,19,9.0,9.0,110.2,1,0,0,1,1,0,20,0.0,0,6.0,8,5.0,12.2,0.0,0.0,6.0,7.0,5,12.2,0,10.8,1.4,1.74,Dropout,Bucharest,Middle Child,Full-Time,Engineering,Special Needs
4007,1,39,1,9003.0,1.0,1.0,,1,1,37,4.0,7.0,110.0,0,0,0,1,1,0,31,0.0,0,6.0,15,3.0,14.4,,0.0,6.0,20.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Oslo,,Full-Time,Commerce,
2290,1,42,1,9119.0,1.0,1.0,,1,5,5,2.0,2.0,115.0,0,0,0,1,1,0,30,0.0,1,6.0,9,2.0,15.0,,1.0,6.0,7.0,2,13.5,0,15.5,2.8,-4.06,Dropout,Amsterdam,,Full-Time,Medicine,
2409,2,39,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,125.3,1,0,0,1,1,0,41,0.0,0,5.0,8,4.0,11.25,,0.0,5.0,8.0,3,11.0,1,7.6,2.6,0.32,Dropout,Milan,,Full-Time,Medicine,
1616,1,1,1,9085.0,1.0,1.0,,1,37,38,6.0,9.0,121.0,0,0,0,1,0,0,19,0.0,0,5.0,9,4.0,13.75,,0.0,5.0,8.0,4,14.5,0,7.6,2.6,0.32,Graduate,Oslo,,Evening Classes,Commerce,
2992,1,1,2,9773.0,1.0,1.0,,1,3,3,3.0,2.0,140.2,1,0,0,1,0,0,20,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Milan,,Evening Classes,Engineering,
2465,1,39,1,9130.0,1.0,19.0,,1,37,37,9.0,10.0,156.4,1,0,1,1,1,0,44,0.0,0,6.0,9,5.0,11.571428571428571,,0.0,6.0,11.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Helsinki,,Online,Commerce,
3999,1,17,6,9500.0,1.0,1.0,,1,1,38,4.0,8.0,141.1,1,0,0,1,0,0,20,0.0,0,7.0,9,6.0,13.0,,0.0,8.0,8.0,8,14.2125,0,13.9,-0.3,0.79,Dropout,Prague,,Evening Classes,Engineering,
4171,1,1,1,9238.0,1.0,1.0,135.0,1,38,38,4.0,7.0,121.7,1,0,0,1,0,1,18,0.0,0,6.0,14,0.0,0.0,0.0,0.0,6.0,9.0,4,11.0,0,7.6,2.6,0.32,Enrolled,Kyiv,Youngest Child,Online,Medicine,No Special Needs
2559,1,1,1,9773.0,1.0,1.0,156.0,1,19,1,5.0,10.0,136.8,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,14.0,0.0,0.0,6.0,6.0,6,13.5,0,11.1,0.6,2.02,Dropout,Brussels,First Child,Full-Time,Science,Special Needs
152,1,17,1,,1.0,1.0,,1,38,38,7.0,6.0,124.7,1,0,0,1,0,0,18,0.0,0,,11,3.0,,,,6.0,10.0,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,Sofia,,Online,Commerce,
1029,1,1,4,9500.0,1.0,1.0,136.0,1,1,1,9.0,9.0,123.8,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,13.314285714285717,0.0,0.0,8.0,8.0,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate,Warsaw,Youngest Child,Evening Classes,Commerce,Special Needs
3729,1,1,1,9003.0,1.0,1.0,133.1,1,38,38,4.0,8.0,115.0,0,0,1,1,1,0,21,0.0,8,12.0,13,12.0,14.538461538461538,0.0,4.0,12.0,14.0,12,14.461538461538462,0,15.5,2.8,-4.06,Graduate,Brussels,First Child,Part-Time,Engineering,Special Needs
831,1,39,1,9238.0,1.0,9.0,,1,34,34,0.0,0.0,118.0,0,0,0,1,0,0,47,0.0,0,6.0,12,0.0,0.0,,0.0,5.0,10.0,0,0.0,0,7.6,2.6,0.32,Dropout,Helsinki,,Evening Classes,Engineering,
2622,1,51,1,8014.0,0.0,42.0,140.0,1,19,37,134.0,193.0,138.0,1,0,1,1,0,1,21,0.0,13,13.0,13,11.0,12.727272727272728,0.0,9.0,11.0,11.0,10,12.6,0,8.9,1.4,3.51,Graduate,Rome,Youngest Child,Online,Medicine,No Special Needs
3365,1,1,1,9238.0,1.0,1.0,133.0,1,34,37,5.0,5.0,120.4,0,0,0,0,0,0,21,0.0,0,6.0,12,2.0,11.5,0.0,0.0,6.0,13.0,1,13.0,0,9.4,-0.8,-3.12,Dropout,Zurich,First Child,Full-Time,Medicine,Special Needs
1032,1,1,1,9773.0,1.0,1.0,,1,37,37,8.0,8.0,138.4,0,0,0,1,0,0,18,0.0,0,6.0,7,6.0,13.428571428571429,,0.0,6.0,7.0,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate,Istanbul,,Online,Science,
2998,1,1,1,9130.0,1.0,1.0,130.0,1,3,19,4.0,8.0,133.0,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,14.666666666666666,0.0,0.0,6.0,8.0,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,Lisbon,Middle Child,Online,Engineering,No Special Needs
8,1,1,3,9238.0,1.0,1.0,,62,1,1,9.0,9.0,129.3,0,0,0,1,0,1,21,1.0,0,6.0,8,6.0,13.875,,0.0,6.0,7.0,6,14.142857142857142,0,16.2,0.3,-0.92,Graduate,Istanbul,,Evening Classes,Commerce,
1623,2,39,1,9556.0,1.0,1.0,,1,37,37,9.0,9.0,120.0,0,0,0,1,0,0,47,0.0,1,7.0,16,6.0,12.514285714285716,,0.0,7.0,15.0,4,11.75,0,12.7,3.7,-1.7,Dropout,Madrid,,Full-Time,Commerce,
2805,1,1,4,9500.0,1.0,1.0,126.0,1,19,19,9.0,9.0,125.0,1,0,0,1,0,0,19,0.0,0,7.0,8,6.0,11.658333333333331,0.0,0.0,8.0,11.0,6,12.416666666666666,0,12.4,0.5,1.79,Graduate,Helsinki,First Child,Part-Time,Arts,No Special Needs
2512,1,17,4,9500.0,1.0,1.0,136.0,1,3,3,2.0,2.0,132.5,1,0,0,1,0,0,19,0.0,0,7.0,8,7.0,13.198571428571428,0.0,0.0,8.0,8.0,8,13.0625,0,11.1,0.6,2.02,Graduate,,Middle Child,Online,Arts,No Special Needs
1522,1,17,1,9085.0,1.0,1.0,,1,19,1,9.0,4.0,101.3,1,0,0,1,1,0,20,0.0,0,6.0,12,4.0,12.8,,0.0,6.0,17.0,0,0.0,0,12.4,0.5,1.79,Dropout,Saint Petersburg,,Part-Time,Science,
1170,1,1,1,9147.0,1.0,1.0,,1,38,19,5.0,7.0,118.1,0,0,0,1,1,0,19,0.0,0,5.0,6,5.0,11.2,,0.0,5.0,5.0,5,13.2,0,12.4,0.5,1.79,Graduate,Vienna,,Part-Time,Engineering,
2700,1,1,1,171.0,1.0,1.0,127.0,1,1,1,4.0,3.0,126.3,1,0,1,1,1,0,21,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Amsterdam,Middle Child,Online,Medicine,No Special Needs
1038,1,42,1,9085.0,1.0,1.0,100.0,1,1,38,4.0,9.0,100.0,1,0,0,1,0,1,20,0.0,1,2.0,2,2.0,12.0,0.0,1.0,6.0,11.0,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate,Madrid,Middle Child,Full-Time,Arts,No Special Needs
3178,1,1,1,9500.0,1.0,,,1,3,19,,10.0,126.8,0,0,0,1,1,0,19,,0,8.0,8,,,,0.0,8.0,8.0,7,14.535714285714286,0,10.8,1.4,1.74,Graduate,,,Evening Classes,Arts,
833,2,39,1,,1.0,1.0,,1,37,37,9.0,6.0,160.0,0,0,0,1,1,0,31,0.0,1,,11,2.0,,,,6.0,12.0,1,10.0,1,16.2,0.3,-0.92,Dropout,Kyiv,,Evening Classes,Arts,
2225,1,43,3,9254.0,1.0,1.0,110.0,1,37,37,9.0,9.0,107.2,1,0,0,1,1,0,19,0.0,1,6.0,16,2.0,10.5,0.0,0.0,6.0,15.0,4,10.0,0,7.6,2.6,0.32,Dropout,,Youngest Child,Online,Medicine,No Special Needs
309,1,44,1,9130.0,1.0,39.0,,1,37,37,7.0,8.0,120.0,1,0,1,0,0,0,19,0.0,2,6.0,7,5.0,11.6,,1.0,6.0,12.0,2,11.0,0,12.4,0.5,1.79,Dropout,Milan,,Full-Time,Arts,
3948,2,39,1,9670.0,1.0,1.0,150.0,1,37,19,9.0,4.0,135.6,0,0,0,1,0,1,43,0.0,0,6.0,8,5.0,11.0,0.0,0.0,6.0,9.0,5,13.0,0,12.4,0.5,1.79,Graduate,Milan,First Child,Part-Time,Medicine,No Special Needs
2977,1,42,1,9853.0,1.0,,,1,1,3,,2.0,133.7,0,0,0,1,0,0,28,,14,18.0,23,,,2.0,16.0,17.0,18.0,16,13.875,0,16.2,0.3,-0.92,Dropout,,,Online,Arts,No Special Needs
3865,1,17,2,9773.0,1.0,1.0,,1,1,1,4.0,5.0,130.8,0,0,0,1,1,0,20,0.0,0,6.0,15,2.0,12.0,,0.0,6.0,12.0,0,0.0,0,10.8,1.4,1.74,Dropout,Lisbon,,Evening Classes,Science,
2658,1,1,1,171.0,1.0,1.0,133.1,1,38,37,5.0,5.0,136.0,1,0,0,1,1,0,22,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Barcelona,Youngest Child,Part-Time,Medicine,No Special Needs
720,1,43,1,33.0,1.0,19.0,,1,38,38,4.0,4.0,140.0,0,0,1,1,1,0,35,0.0,3,10.0,18,6.0,12.666666666666666,,1.0,9.0,11.0,3,12.0,2,16.2,0.3,-0.92,Dropout,Stockholm,,Part-Time,Science,
3127,1,18,1,9147.0,1.0,1.0,128.0,1,19,19,9.0,5.0,121.7,1,0,0,1,0,0,19,0.0,0,5.0,8,5.0,11.0,0.0,0.0,5.0,6.0,5,15.4,0,12.4,0.5,1.79,Graduate,Lisbon,Middle Child,Full-Time,Arts,Special Needs
4292,2,39,1,9500.0,1.0,3.0,,1,1,1,4.0,6.0,126.0,0,0,0,1,1,0,32,0.0,0,7.0,7,7.0,13.62857142857143,,0.0,8.0,8.0,8,13.9125,0,13.9,-0.3,0.79,Graduate,Oslo,,Full-Time,Medicine,
1837,2,39,1,9500.0,1.0,1.0,,1,37,37,9.0,9.0,109.0,1,0,0,1,0,0,39,0.0,0,7.0,8,5.0,12.16,,0.0,7.0,8.0,5,12.16,0,7.6,2.6,0.32,Enrolled,Berlin,,Evening Classes,Engineering,
3509,1,44,1,9070.0,1.0,39.0,130.0,1,1,1,9.0,9.0,131.8,0,0,0,1,1,1,22,0.0,2,7.0,7,7.0,12.285714285714286,0.0,5.0,9.0,10.0,8,12.375,0,12.4,0.5,1.79,Graduate,Vienna,First Child,Part-Time,Science,Special Needs
184,1,17,2,9254.0,1.0,1.0,,1,1,19,4.0,6.0,135.0,0,0,0,1,0,0,20,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Kyiv,,Part-Time,Medicine,
205,1,1,1,9238.0,1.0,1.0,,1,34,34,0.0,0.0,119.1,1,0,0,1,0,0,18,0.0,0,6.0,9,4.0,11.0,,0.0,6.0,9.0,4,10.75,0,7.6,2.6,0.32,Graduate,Kyiv,,Online,Commerce,
2085,1,1,4,9773.0,1.0,1.0,,1,19,37,99.0,90.0,124.0,0,0,0,0,0,0,18,0.0,0,4.0,4,0.0,0.0,,0.0,4.0,4.0,0,0.0,0,12.7,3.7,-1.7,Dropout,Copenhagen,,Full-Time,Arts,
2131,1,1,1,9238.0,1.0,1.0,142.0,1,1,37,5.0,7.0,128.0,0,0,0,1,0,1,19,0.0,0,6.0,8,6.0,12.25,0.0,0.0,6.0,8.0,6,12.0,0,16.2,0.3,-0.92,Graduate,Rome,Youngest Child,Evening Classes,Engineering,Special Needs
4139,1,17,1,9238.0,1.0,1.0,,1,38,19,7.0,7.0,124.2,0,0,0,1,0,1,21,0.0,0,6.0,11,4.0,11.25,,0.0,6.0,12.0,4,11.4,0,15.5,2.8,-4.06,Graduate,Madrid,,Evening Classes,Commerce,
1957,1,7,1,9500.0,1.0,3.0,140.0,1,37,37,4.0,4.0,140.0,0,0,0,1,0,0,25,0.0,0,8.0,8,7.0,14.805714285714286,0.0,0.0,8.0,8.0,7,14.805714285714286,0,10.8,1.4,1.74,Graduate,Athens,Middle Child,Evening Classes,Science,Special Needs
1543,1,7,1,9130.0,1.0,2.0,133.1,6,42,1,4.0,9.0,100.0,0,0,0,1,1,0,35,1.0,0,7.0,8,0.0,0.0,1.0,0.0,6.0,9.0,0,0.0,0,8.9,1.4,3.51,Dropout,Istanbul,Youngest Child,Full-Time,Science,Special Needs
305,1,1,1,9670.0,1.0,1.0,119.0,1,1,19,4.0,10.0,115.5,1,0,0,1,0,0,19,0.0,0,6.0,8,4.0,11.0,0.0,0.0,6.0,9.0,4,11.0,0,10.8,1.4,1.74,Enrolled,Zurich,First Child,Full-Time,Engineering,No Special Needs
1578,1,1,3,9085.0,1.0,1.0,,1,37,19,9.0,8.0,136.3,1,0,1,0,0,0,18,0.0,0,5.0,7,3.0,13.0,,0.0,5.0,8.0,3,12.0,0,7.6,2.6,0.32,Dropout,Stockholm,,Evening Classes,Engineering,
505,1,39,1,,1.0,19.0,,1,37,38,151.0,161.0,143.7,0,0,0,1,0,0,27,0.0,0,,12,4.0,,,,7.0,14.0,3,12.525,0,12.4,0.5,1.79,Enrolled,London,,Online,Science,
1057,1,1,1,9500.0,1.0,1.0,,1,1,38,1.0,7.0,120.0,0,0,0,1,0,0,19,0.0,0,7.0,7,6.0,14.566666666666668,,0.0,7.0,7.0,6,14.566666666666668,0,7.6,2.6,0.32,Graduate,Barcelona,,Part-Time,Engineering,
1334,1,1,1,9500.0,1.0,1.0,133.0,1,38,38,5.0,5.0,123.2,0,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.285714285714286,0.0,0.0,8.0,9.0,8,13.333333333333334,0,16.2,0.3,-0.92,Graduate,,Middle Child,Evening Classes,Arts,Special Needs
238,1,1,1,,1.0,1.0,,1,19,1,9.0,9.0,122.5,1,0,0,0,0,0,25,0.0,0,,14,4.0,,,,5.0,10.0,4,14.25,0,9.4,-0.8,-3.12,Dropout,Paris,,Evening Classes,Medicine,
2407,4,39,1,9500.0,1.0,19.0,110.0,1,37,38,5.0,5.0,151.0,0,0,1,0,1,0,47,0.0,0,7.0,7,0.0,0.0,7.0,0.0,8.0,8.0,0,0.0,8,15.5,2.8,-4.06,Dropout,,Middle Child,Online,Arts,Special Needs
2639,1,1,2,171.0,1.0,1.0,,1,19,19,4.0,7.0,149.0,1,0,0,1,1,0,22,0.0,14,17.0,21,17.0,12.578947368421051,,15.0,17.0,20.0,17,12.117647058823527,0,11.1,0.6,2.02,Graduate,Copenhagen,,Full-Time,Medicine,
1044,1,1,5,9254.0,1.0,1.0,,1,19,19,4.0,7.0,116.6,1,0,0,1,0,0,19,0.0,0,6.0,9,5.0,11.6,,0.0,6.0,12.0,5,12.2,0,13.9,-0.3,0.79,Graduate,Barcelona,,Online,Science,
3107,1,1,1,9500.0,1.0,1.0,118.0,1,1,19,9.0,10.0,113.1,1,0,0,1,0,0,19,0.0,0,7.0,7,7.0,13.79857142857143,0.0,0.0,8.0,8.0,8,14.75625,0,11.1,0.6,2.02,Graduate,Vienna,Middle Child,Online,Medicine,No Special Needs
1257,1,1,3,9556.0,1.0,1.0,132.0,1,38,37,7.0,7.0,119.0,1,0,0,1,0,0,19,0.0,0,7.0,9,7.0,11.677777777777775,0.0,0.0,8.0,8.0,8,13.8,0,12.7,3.7,-1.7,Graduate,Paris,Middle Child,Full-Time,Commerce,Special Needs
1128,1,1,1,9147.0,1.0,1.0,,1,37,37,9.0,6.0,138.5,0,0,0,1,0,1,18,0.0,0,5.0,5,5.0,14.0,,0.0,5.0,6.0,5,13.6,0,12.4,0.5,1.79,Graduate,Prague,,Part-Time,Commerce,
1406,1,18,2,9500.0,1.0,1.0,129.0,1,38,37,5.0,5.0,119.0,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,12.342857142857143,0.0,0.0,8.0,8.0,7,12.342857142857143,0,10.8,1.4,1.74,Graduate,Copenhagen,Youngest Child,Full-Time,Engineering,No Special Needs
211,1,1,1,9500.0,1.0,1.0,149.0,1,37,37,9.0,9.0,136.0,0,0,0,1,0,1,18,0.0,0,7.0,7,6.0,12.916666666666666,0.0,0.0,7.0,7.0,6,12.916666666666666,0,7.6,2.6,0.32,Graduate,Zurich,Youngest Child,Online,Engineering,Special Needs
2547,1,1,5,9500.0,1.0,1.0,146.0,1,19,37,7.0,7.0,133.8,1,0,0,1,0,0,19,0.0,0,8.0,9,8.0,13.2325,1.0,0.0,8.0,9.0,8,13.2325,1,9.4,-0.8,-3.12,Graduate,Madrid,First Child,Full-Time,Arts,Special Needs
84,2,39,1,8014.0,0.0,1.0,,1,37,37,9.0,6.0,110.0,1,0,0,1,0,0,33,0.0,0,6.0,7,6.0,11.0,,0.0,6.0,11.0,5,11.0,0,9.4,-0.8,-3.12,Graduate,London,,Online,Science,
1839,1,39,1,9070.0,1.0,1.0,,1,1,19,4.0,4.0,110.0,1,0,0,1,0,0,24,0.0,0,6.0,6,6.0,15.166666666666666,,0.0,6.0,6.0,2,15.5,0,15.5,2.8,-4.06,Graduate,Venice,,Part-Time,Engineering,
1595,1,1,1,9670.0,1.0,1.0,127.0,1,1,37,4.0,9.0,128.1,0,0,0,1,1,0,19,0.0,0,5.0,8,4.0,12.5,0.0,0.0,5.0,6.0,4,11.0,0,7.6,2.6,0.32,Enrolled,Istanbul,Middle Child,Online,Medicine,No Special Needs
